date,open_sandp_500,high_sandp_500,low_sandp_500,close_sandp_500,volume_sandp_500,value_fed_rate,open_gold_price,high_gold_price,low_gold_price,close_gold_price,volume_gold_price,value_oil_price,open_dow_jone,high_dow_jone,low_dow_jone,close_dow_jone,volume_dow_jone
2011-08-01,1292.59,1307.38,1274.73,1286.94,4.96739E9,0.17,1619.3,1660.6,1616.8,1641.9,2440.0,0.17,12144.22,12282.42,11998.08,12132.49,1.8282E8
2011-08-02,1286.56,1286.56,1254.03,1254.05,5.20629E9,0.16,1659.9,1672.3,1651.6,1663.4,2024.0,0.16,12129.77,12130.3,11865.56,11866.62,2.0706E8
2011-08-03,1254.25,1261.2,1234.56,1260.34,6.44694E9,0.12,1660.5,1681.8,1640.0,1656.2,1952.0,0.12,11863.74,11904.91,11700.34,11896.44,1.9822E8
2011-08-04,1260.23,1260.23,1199.54,1200.07,4.26653E9,0.09,1647.5,1666.1,1642.7,1648.8,825.0,0.09,11893.86,11893.94,11372.14,11383.68,3.0076E8
2011-08-05,1200.28,1218.11,1168.09,1199.38,5.45459E9,0.08,1679.1,1720.0,1678.1,1710.2,1885.0,0.08,11383.98,11555.41,11139.0,11444.61,4.0631E8
2011-08-08,1198.48,1198.48,1119.28,1119.46,2.61515E9,0.11,1722.5,1779.0,1720.1,1740.0,1861.0,0.11,11433.93,11434.09,10809.85,10809.85,4.7998E8
2011-08-09,1120.23,1172.88,1101.54,1172.53,2.36666E9,0.1,1744.0,1795.6,1741.3,1781.3,969.0,0.1,10810.91,11244.01,10604.07,11239.77,4.3141E8
2011-08-10,1171.77,1171.77,1118.01,1120.76,5.01807E9,0.1,1795.1,1813.5,1733.3,1748.8,1503.0,0.1,11228.0,11228.0,10686.49,10719.94,3.963E8
2011-08-11,1121.3,1186.29,1121.3,1172.64,3.68505E9,0.09,1760.6,1764.2,1723.8,1740.2,1166.0,0.09,10729.85,11278.9,10729.85,11143.31,3.9319E8
2011-08-12,1172.87,1189.04,1170.74,1178.81,5.64038E9,0.1,1734.9,1765.2,1730.5,1755.5,976.0,0.1,11143.46,11346.67,11142.18,11269.02,2.2803E8
2011-08-15,1178.86,1204.49,1178.86,1204.49,4.27285E9,0.1,1769.0,1787.3,1761.6,1782.4,278.0,0.1,11269.85,11484.6,11269.85,11482.9,1.8812E8
2011-08-16,1204.22,1204.22,1180.53,1192.76,5.0716E9,0.09,1784.8,1794.3,1782.0,1791.2,231.0,0.09,11480.48,11488.01,11292.63,11405.93,1.878E8
2011-08-17,1192.89,1208.47,1184.36,1193.89,4.38834E9,0.09,1786.5,1828.5,1785.5,1818.9,868.0,0.09,11392.01,11529.67,11322.3,11410.21,1.7128E8
2011-08-18,1189.62,1189.62,1131.03,1140.65,3.23481E9,0.09,1823.7,1874.4,1823.7,1848.9,328.0,0.09,11406.27,11406.5,10881.6,10990.58,3.0852E8
2011-08-19,1140.47,1154.54,1122.05,1123.53,5.16756E9,0.09,1868.6,1895.0,1858.4,1888.7,1106.0,0.09,10989.75,11086.4,10801.41,10817.65,3.3637E8
2011-08-22,1123.55,1145.49,1121.09,1123.82,5.43626E9,0.09,1909.0,1909.3,1824.6,1858.3,458.0,0.09,10820.37,11020.55,10820.37,10854.65,2.2672E8
2011-08-23,1124.36,1162.35,1124.36,1162.35,5.01317E9,0.08,1833.0,1853.1,1753.1,1754.1,992.0,0.08,10854.58,11176.84,10854.43,11176.76,2.4413E8
2011-08-24,1162.16,1178.56,1156.3,1177.6,5.31531E9,0.08,1748.4,1772.5,1707.3,1759.8,864.0,0.08,11175.78,11331.57,11113.04,11320.71,2.2738E8
2011-08-25,1176.69,1190.68,1155.47,1159.27,5.74842E9,0.08,1768.5,1829.3,1768.5,1794.1,270.0,0.08,11321.02,11406.39,11106.76,11149.82,2.5505E8
2011-08-26,1158.85,1181.23,1135.91,1176.8,5.03532E9,0.09,1817.9,1817.9,1786.7,1788.4,828.0,0.09,11149.82,11326.43,10929.2,11284.54,2.4441E8
2011-08-29,1177.91,1210.28,1177.91,1210.08,4.22807E9,0.09,1787.2,1839.6,1783.1,1826.7,598.0,0.09,11286.65,11541.78,11286.58,11539.25,1.7754E8
2011-08-30,1209.76,1220.1,1195.77,1212.92,4.57257E9,0.08,1830.6,1837.9,1811.4,1828.5,336.0,0.08,11532.13,11630.07,11429.39,11559.95,1.8209E8
2011-08-31,1213.0,1230.71,1209.35,1218.89,5.26784E9,0.08,1825.8,1829.5,1814.4,1826.0,263.0,0.08,11560.48,11712.6,11528.08,11613.53,2.2974E8
2011-09-01,1219.12,1229.29,1203.85,1204.42,4.78041E9,0.08,1828.6,1884.2,1828.6,1873.7,442.0,0.08,11613.3,11716.84,11488.46,11493.57,1.7811E8
2011-09-02,1203.9,1203.9,1170.56,1173.97,4.40174E9,0.08,1886.3,1911.6,1864.0,1869.9,536.0,0.08,11492.06,11492.14,11211.35,11240.26,1.7466E8
2011-09-06,1173.97,1173.97,1140.13,1165.24,5.10398E9,0.09,1868.9,1873.7,1792.8,1814.2,470.0,0.09,11237.31,11237.46,10932.53,11139.3,2.1742E8
2011-09-07,1165.85,1198.62,1165.85,1198.62,4.44104E9,0.09,1839.3,1870.0,1835.0,1854.4,142.0,0.09,11137.63,11414.86,11137.63,11414.86,1.6632E8
2011-09-08,1197.98,1204.4,1183.34,1185.9,4.46517E9,0.09,1858.1,1881.3,1830.0,1856.4,188.0,0.09,11414.86,11477.3,11283.74,11295.81,1.7304E8
2011-09-09,1185.37,1185.37,1148.37,1154.23,4.58637E9,0.09,1852.4,1852.4,1806.0,1809.9,245.0,0.09,11294.6,11294.83,10935.64,10992.13,2.2817E8
2011-09-12,1153.5,1162.52,1136.07,1162.27,5.16855E9,0.09,1817.8,1835.3,1808.1,1826.8,52.0,0.09,10990.01,11062.03,10824.76,11061.12,1.9716E8
2011-09-13,1162.59,1176.41,1157.44,1172.87,4.68137E9,0.09,1843.0,1843.0,1809.0,1823.5,156.0,0.09,11054.99,11140.85,10987.18,11105.85,1.8998E8
2011-09-14,1173.32,1202.38,1162.73,1188.68,4.98674E9,0.08,1816.3,1816.3,1775.8,1778.5,80.0,0.08,11106.83,11386.78,10993.84,11246.73,1.926E8
2011-09-15,1189.44,1209.11,1189.44,1209.11,4.47973E9,0.09,1768.5,1819.1,1768.5,1812.1,111.0,0.09,11247.72,11433.4,11247.49,11433.18,1.7208E8
2011-09-16,1209.21,1220.06,1204.46,1216.01,5.24889E9,0.09,1814.7,1818.9,1788.0,1776.4,13.0,0.09,11433.71,11532.47,11407.41,11509.09,4.259E8
2011-09-19,1214.99,1214.99,1188.36,1204.09,4.25419E9,0.09,1778.8,1807.8,1776.0,1806.6,86.0,0.09,11506.82,11506.82,11255.25,11401.01,1.5758E8
2011-09-20,1204.5,1220.39,1201.29,1202.09,4.31561E9,0.09,1808.0,1811.7,1782.8,1805.5,22.0,0.09,11401.47,11550.22,11373.92,11408.66,1.5706E8
2011-09-21,1203.63,1206.3,1166.21,1166.76,4.72855E9,0.08,1773.2,1773.2,1730.9,1739.2,23.0,0.08,11408.58,11447.86,11117.28,11124.84,2.2186E8
2011-09-22,1164.55,1164.55,1114.22,1129.56,6.70314E9,0.08,1737.3,1737.3,1636.3,1637.5,81.0,0.08,11121.89,11122.12,10597.14,10733.83,3.0617E8
2011-09-23,1128.82,1141.72,1121.36,1136.43,5.63993E9,0.08,1646.4,1661.8,1562.4,1592.5,151.0,0.08,10732.77,10808.49,10638.73,10771.48,2.2314E8
2011-09-26,1136.91,1164.19,1131.07,1162.95,4.76283E9,0.08,1653.8,1665.4,1653.7,1650.6,47.0,0.08,10771.78,11057.49,10771.78,11043.86,2.2562E8
2011-09-27,1163.32,1195.86,1163.32,1175.38,5.54813E9,0.08,1650.0,1650.0,1650.0,1616.3,21275.0,0.08,11045.23,11369.3,11045.23,11190.69,2.127E8
2011-09-28,1175.39,1184.71,1150.4,1151.06,4.78792E9,0.08,1604.0,1633.8,1585.0,1615.5,7181.0,0.08,11189.1,11317.08,10996.98,11010.9,1.7241E8
2011-09-29,1151.74,1175.87,1139.93,1160.4,5.28574E9,0.08,1620.8,1639.4,1609.4,1620.4,284.0,0.08,11012.79,11271.14,10965.45,11153.98,1.9134E8
2011-09-30,1159.93,1159.93,1131.34,1131.42,4.41679E9,0.06,1627.8,1660.8,1627.6,1656.0,101.0,0.06,11152.32,11152.39,10909.52,10913.38,2.132E8
2011-10-03,1131.21,1138.99,1098.92,1099.23,5.67034E9,0.08,1661.0,1678.1,1596.6,1614.7,159.0,0.08,10912.1,10979.19,10653.34,10655.3,2.4287E8
2011-10-04,1097.42,1125.12,1074.77,1123.95,3.71467E9,0.07,1629.3,1640.3,1599.6,1640.3,114.0,0.07,10651.44,10825.44,10404.49,10808.71,2.6744E8
2011-10-05,1124.03,1146.07,1115.68,1144.03,2.51062E9,0.07,1642.6,1654.7,1637.6,1651.9,38.0,0.07,10800.47,10950.89,10738.1,10939.95,2.2644E8
2011-10-06,1144.11,1165.55,1134.95,1164.97,5.09833E9,0.07,1657.0,1665.0,1626.2,1634.5,66.0,0.07,10939.87,11132.6,10858.67,11123.33,1.9003E8
2011-10-07,1165.03,1171.4,1150.26,1155.46,5.58038E9,0.07,1645.6,1676.8,1645.6,1669.6,61.0,0.07,11123.41,11232.05,11051.13,11103.12,1.8808E8
2011-10-10,1158.15,1194.91,1158.15,1194.89,4.4468E9,0.07,1685.0,1685.0,1657.6,1659.7,151.0,0.07,11104.56,11433.33,11104.56,11433.18,1.4427E8
2011-10-11,1194.6,1199.24,1187.3,1195.54,4.4245E9,0.07,1667.1,1691.0,1667.1,1681.3,37.0,0.07,11432.8,11447.86,11365.67,11416.3,1.3336E8
2011-10-12,1196.19,1220.25,1196.19,1207.25,5.35536E9,0.07,1676.1,1678.8,1656.2,1667.3,148.0,0.07,11417.36,11625.3,11417.28,11518.85,1.8813E8
2011-10-13,1206.96,1207.46,1190.58,1203.66,4.43627E9,0.07,1665.8,1683.3,1665.8,1681.8,51.0,0.07,11518.09,11518.09,11377.82,11478.13,1.4399E8
2011-10-14,1205.65,1224.61,1205.65,1224.58,4.11669E9,0.07,1683.6,1693.5,1667.3,1675.5,41.0,0.07,11478.97,11646.83,11478.66,11644.49,1.3357E8
2011-10-17,1224.47,1224.47,1198.55,1200.86,4.3007E9,0.07,1666.0,1666.0,1627.5,1651.7,85.0,0.07,11643.35,11643.35,11378.35,11397.0,1.4036E8
2011-10-18,1200.75,1233.1,1191.48,1225.38,4.84017E9,0.07,1659.3,1659.3,1641.3,1646.0,22.0,0.07,11396.17,11652.74,11296.12,11577.05,2.0141E8
2011-10-19,1223.46,1229.64,1206.31,1209.88,4.84639E9,0.07,1643.2,1643.2,1608.7,1611.9,92.0,0.07,11577.54,11633.7,11469.17,11504.62,1.6958E8
2011-10-20,1209.92,1219.53,1197.34,1215.39,4.87029E9,0.07,1626.1,1647.4,1626.1,1635.1,32.0,0.07,11502.13,11581.25,11391.14,11541.78,1.661E8
2011-10-21,1215.39,1239.03,1215.39,1238.25,4.98077E9,0.07,1646.2,1657.8,1646.2,1651.5,313.0,0.07,11543.22,11812.46,11542.84,11808.79,2.64E8
2011-10-24,1238.72,1256.55,1238.72,1254.19,4.30938E9,0.07,1645.0,1706.8,1645.0,1699.6,355.0,0.07,11807.96,11940.75,11805.77,11913.62,1.6187E8
2011-10-25,1254.19,1254.19,1226.79,1229.05,4.47397E9,0.07,1717.0,1723.6,1708.9,1722.7,135.0,0.07,11912.63,11912.86,11682.52,11706.62,1.6145E8
2011-10-26,1229.17,1246.28,1221.06,1242.0,4.87353E9,0.08,1717.8,1735.5,1717.8,1746.7,494.0,0.08,11707.76,11891.21,11694.36,11869.04,1.8373E8
2011-10-27,1243.97,1292.66,1243.97,1284.59,6.36761E9,0.07,1752.0,1752.0,1733.0,1746.2,158.0,0.07,11872.07,12284.31,11872.07,12208.55,2.5164E8
2011-10-28,1284.39,1287.08,1277.01,1285.09,4.53669E9,0.07,1741.9,1741.9,1717.0,1724.2,62.0,0.07,12207.34,12251.92,12164.24,12231.11,1.6362E8
2011-10-31,1284.96,1284.96,1253.16,1253.3,4.31021E9,0.09,1706.7,1720.1,1682.5,1711.0,246.0,0.09,12229.22,12229.29,11954.41,11955.01,1.8579E8
2011-11-01,1251.0,1251.0,1215.42,1218.28,5.64554E9,0.08,1724.3,1741.4,1723.2,1728.7,294.0,0.08,11951.53,11951.76,11630.03,11657.96,2.1829E8
2011-11-02,1219.62,1242.48,1219.62,1237.9,4.11053E9,0.08,1740.5,1766.0,1726.6,1764.2,290.0,0.08,11658.49,11876.83,11658.49,11836.04,1.5414E8
2011-11-03,1238.25,1263.21,1234.81,1261.15,4.84914E9,0.09,1757.0,1761.2,1754.9,1755.3,47.0,0.09,11835.59,12065.93,11835.43,12044.47,1.5817E8
2011-11-04,1260.82,1260.82,1238.92,1253.23,3.83065E9,0.08,1755.3,1797.0,1755.3,1790.3,35.0,0.08,12043.41,12043.49,11850.31,11983.24,1.2615E8
2011-11-07,1253.21,1261.7,1240.75,1261.12,3.42974E9,0.08,1798.4,1798.4,1785.7,1798.4,14.0,0.08,11983.02,12074.44,11880.69,12068.39,1.2211E8
2011-11-08,1261.12,1277.55,1254.99,1275.92,3.90849E9,0.08,1793.0,1793.0,1774.2,1790.9,6.0,0.08,12055.52,12187.51,12002.17,12170.18,1.4495E8
2011-11-09,1275.18,1275.18,1226.64,1229.1,4.65974E9,0.08,1766.8,1766.8,1754.8,1758.9,16.0,0.08,12166.4,12166.4,11736.93,11780.94,1.802E8
2011-11-10,1229.59,1246.22,1227.7,1239.7,4.00276E9,0.08,1777.0,1789.1,1777.0,1787.5,28.0,0.08,11780.03,11961.14,11779.88,11893.86,1.6525E8
2011-11-11,1240.12,1266.98,1240.12,1263.85,3.37018E9,0.08,1779.0,1779.0,1779.0,1777.8,24.0,0.08,11896.28,12179.72,11896.28,12153.68,1.3452E8
2011-11-14,1263.85,1263.85,1246.68,1251.78,3.21968E9,0.08,1779.2,1783.1,1761.3,1781.7,18.0,0.08,12153.0,12170.56,12027.03,12078.98,1.1961E8
2011-11-15,1251.7,1264.25,1244.34,1257.81,3.5993E9,0.09,1777.5,1777.5,1757.7,1773.8,65.0,0.09,12077.92,12165.11,12001.26,12096.16,1.451E7
2011-11-16,1257.81,1259.61,1235.67,1236.91,4.08501E9,0.08,1755.3,1755.3,1714.0,1719.8,54.0,0.08,12084.74,12109.03,11890.57,11905.59,1.6622E8
2011-11-17,1236.56,1237.73,1209.43,1216.13,4.59645E9,0.08,1725.0,1736.0,1719.0,1724.7,14.0,0.08,11905.67,11948.43,11676.35,11770.73,1.6983E8
2011-11-18,1216.19,1223.51,1211.36,1215.65,3.82761E9,0.08,1704.6,1704.6,1674.4,1678.3,9.0,0.08,11768.98,11854.81,11755.82,11796.16,1.8124E8
2011-11-21,1215.62,1215.62,1183.16,1192.98,4.05007E9,0.08,1675.4,1702.2,1675.4,1702.2,13.0,0.08,11795.55,11795.7,11454.07,11547.31,1.7096E8
2011-11-22,1192.98,1196.81,1181.65,1188.04,3.91171E9,0.08,1691.2,1700.0,1681.6,1695.7,34.0,0.08,11542.39,11571.75,11433.97,11493.72,1.4857E8
2011-11-23,1187.48,1187.48,1161.79,1161.79,3.79894E9,0.09,1690.1,1693.5,1675.3,1685.5,28.0,0.09,11492.74,11492.82,11257.55,11257.55,1.5222E8
2011-11-25,1161.41,1172.66,1158.66,1158.67,1.6642E9,0.07,1710.8,1710.8,1710.8,1710.8,175525.0,0.07,11251.88,11361.47,11231.43,11231.65,8.748E7
2011-11-28,1158.67,1197.35,1158.67,1192.55,3.92075E9,0.08,1711.3,1718.4,1704.0,1713.4,64786.0,0.08,11232.47,11562.1,11232.16,11523.01,2.0495E8
2011-11-29,1192.56,1203.67,1191.8,1195.19,3.99265E9,0.08,1714.0,1749.2,1699.9,1745.5,15463.0,0.08,11523.01,11624.01,11517.04,11555.63,1.5695E8
2011-11-30,1196.72,1247.11,1196.72,1246.96,5.80191E9,0.1,1747.0,1753.3,1734.5,1735.3,1350.0,0.1,11559.27,12045.68,11559.27,12045.68,2.8679E8
2011-12-01,1246.91,1251.09,1239.73,1244.58,3.81868E9,0.08,1744.8,1762.9,1741.6,1747.0,1067.0,0.08,12046.21,12062.64,11974.62,12020.03,1.437E8
2011-12-02,1246.03,1260.08,1243.35,1244.28,4.14431E9,0.08,1748.9,1752.6,1718.7,1730.7,756.0,0.08,12022.37,12146.68,12007.12,12019.42,1.5011E8
2011-12-05,1244.33,1266.73,1244.33,1257.08,4.14806E9,0.08,1722.1,1731.8,1703.0,1727.9,648.0,0.08,12021.54,12186.53,12021.46,12097.83,1.5383E8
2011-12-06,1257.19,1266.03,1253.03,1258.47,3.73423E9,0.08,1730.6,1741.9,1720.0,1740.9,300.0,0.08,12097.75,12215.71,12076.71,12150.13,1.4592E8
2011-12-07,1258.14,1267.06,1244.8,1261.01,4.16054E9,0.08,1742.0,1752.3,1705.4,1709.8,942.0,0.08,12144.41,12257.67,12060.37,12196.37,1.6844E8
2011-12-08,1260.87,1260.87,1231.47,1234.35,4.29837E9,0.07,1713.3,1720.7,1705.7,1712.8,568.0,0.07,12195.91,12195.91,11966.22,11997.7,1.6588E8
2011-12-09,1234.48,1258.25,1234.48,1255.19,3.83061E9,0.07,1707.5,1708.2,1658.5,1664.2,894.0,0.07,11996.03,12212.83,11995.51,12184.26,1.5425E8
2011-12-12,1255.05,1255.05,1227.25,1236.47,3.60057E9,0.07,1654.7,1671.8,1628.0,1659.9,274.0,0.07,12181.08,12181.38,11940.86,12021.39,1.4905E8
2011-12-13,1236.83,1249.86,1219.43,1225.73,4.12157E9,0.07,1636.5,1639.5,1565.8,1584.3,890.0,0.07,12018.66,12147.7,11904.38,11954.94,1.7191E8
2011-12-14,1225.73,1225.73,1209.47,1211.82,4.29829E9,0.07,1571.4,1592.8,1565.6,1574.6,589.0,0.07,11949.72,11950.02,11786.47,11823.48,1.6124E8
2011-12-15,1212.12,1225.6,1212.12,1215.75,3.81034E9,0.07,1587.4,1595.9,1586.0,1595.6,57.0,0.07,11825.29,11967.84,11825.22,11868.81,1.3693E8
2011-12-16,1216.09,1231.04,1215.2,1219.66,5.3458E9,0.07,1596.4,1603.4,1589.7,1594.4,92.0,0.07,11870.25,11968.18,11819.31,11866.39,3.8952E8
2011-12-19,1219.74,1224.57,1202.37,1205.35,3.65982E9,0.07,1596.4,1617.0,1596.4,1615.6,215.0,0.07,11866.54,11925.88,11735.19,11766.26,1.3517E8
2011-12-20,1205.72,1242.82,1205.72,1241.3,4.05559E9,0.07,1615.6,1635.0,1608.3,1611.9,38.0,0.07,11769.21,12117.13,11768.83,12103.58,1.6518E8
2011-12-21,1241.25,1245.09,1229.51,1243.72,2.95902E9,0.07,1608.8,1610.0,1601.9,1608.9,599.0,0.07,12103.58,12119.7,11999.44,12107.74,1.6325E8
2011-12-22,1243.72,1255.22,1243.72,1254.0,3.49225E9,0.07,1612.0,1612.8,1604.7,1604.7,62.0,0.07,12107.59,12182.71,12107.37,12169.65,1.5161E8
2011-12-23,1254.0,1265.42,1254.0,1265.33,2.23383E9,0.08,1599.0,1599.0,1592.6,1594.2,52.0,0.08,12169.88,12297.44,12169.8,12294.0,8.042E7
2011-12-27,1265.02,1269.37,1262.3,1265.43,2.13059E9,0.07,1584.9,1588.6,1561.3,1562.9,763.0,0.07,12293.47,12328.47,12269.97,12291.35,9.598E7
2011-12-28,1265.38,1265.85,1248.64,1249.64,2.34998E9,0.07,1559.3,1559.3,1525.0,1539.9,866.0,0.07,12288.85,12299.11,12140.17,12151.41,8.401E7
2011-12-29,1249.75,1263.54,1249.75,1263.02,2.27813E9,0.07,1549.4,1579.5,1547.9,1565.8,289.0,0.07,12152.32,12293.96,12152.09,12287.04,8410000.0
2011-12-30,1262.82,1264.12,1257.46,1257.6,2.27185E9,0.04,1568.9,1604.3,1566.0,1599.7,229.0,0.04,12286.28,12290.06,12213.78,12217.56,9.667E7
2012-01-03,1258.86,1284.62,1258.86,1277.06,3.94371E9,0.07,1596.6,1618.6,1594.5,1611.9,172.0,0.07,12221.19,12479.65,12221.19,12397.38,1.5256E8
2012-01-04,1277.03,1278.73,1268.1,1277.3,3.59258E9,0.07,1610.8,1624.1,1597.8,1619.4,362.0,0.07,12392.46,12430.0,12337.25,12418.42,1.4513E8
2012-01-05,1277.3,1283.05,1265.26,1281.06,4.31595E9,0.07,1622.5,1627.8,1616.1,1616.1,20.0,0.07,12418.42,12435.98,12283.9,12415.7,1.5844E8
2012-01-06,1280.93,1281.84,1273.34,1277.81,3.65683E9,0.07,1614.3,1620.1,1607.5,1607.5,8.0,0.07,12407.45,12415.24,12332.41,12359.92,1.3112E8
2012-01-09,1277.83,1281.99,1274.55,1280.7,3.3716E9,0.08,1619.9,1638.0,1619.9,1631.0,47.0,0.08,12359.31,12409.08,12333.85,12392.69,1.222E8
2012-01-10,1280.77,1296.46,1280.77,1292.08,4.22196E9,0.08,1634.8,1645.4,1633.8,1639.2,65.0,0.08,12394.51,12514.69,12394.51,12462.47,1.4123E8
2012-01-11,1292.02,1293.8,1285.41,1292.48,3.96812E9,0.08,1645.2,1656.1,1645.2,1647.3,84.0,0.08,12459.52,12462.58,12399.01,12449.45,1.3026E8
2012-01-12,1292.48,1296.82,1285.77,1295.5,4.01989E9,0.08,1638.9,1643.4,1630.4,1630.4,368.0,0.08,12449.91,12483.7,12385.08,12471.02,1.2823E8
2012-01-13,1294.82,1294.82,1277.58,1289.09,3.69237E9,0.09,1643.7,1657.8,1642.1,1655.2,16.0,0.09,12469.96,12470.12,12311.79,12422.06,1.6147E8
2012-01-17,1290.22,1303.0,1290.22,1293.67,4.01049E9,0.09,1654.0,1660.3,1654.0,1659.5,11.0,0.09,12423.12,12573.65,12423.12,12482.07,1.4867E8
2012-01-18,1293.65,1308.11,1290.99,1308.04,4.09616E9,0.09,1663.0,1664.4,1653.5,1654.1,58.0,0.09,12474.69,12582.28,12453.2,12578.95,1.5417E8
2012-01-19,1308.07,1315.49,1308.07,1314.5,4.46589E9,0.1,1652.8,1664.3,1652.8,1663.7,8.0,0.1,12578.19,12625.8,12563.58,12623.98,1.4803E8
2012-01-20,1314.49,1315.38,1309.17,1315.38,3.91262E9,0.09,1676.9,1680.0,1669.9,1678.0,10.0,0.09,12623.83,12720.48,12620.76,12720.48,2.5511E8
2012-01-23,1315.29,1322.28,1309.89,1316.0,3.77091E9,0.09,1666.9,1668.2,1664.2,1664.2,5.0,0.09,12720.25,12764.49,12665.83,12708.82,1.4986E8
2012-01-24,1315.96,1315.96,1306.06,1314.65,3.69356E9,0.09,1673.0,1706.2,1672.0,1699.8,239.0,0.09,12708.37,12708.52,12613.54,12675.75,1.2542E8
2012-01-25,1314.4,1328.3,1307.65,1326.06,4.41091E9,0.08,1729.0,1729.0,1721.0,1726.3,16.0,0.08,12673.63,12778.26,12580.12,12758.85,1.3543E8
2012-01-26,1326.28,1333.47,1313.6,1318.43,4.52207E9,0.08,1727.0,1734.1,1727.0,1731.8,175023.0,0.08,12756.96,12841.95,12695.16,12734.63,1.3084E8
2012-01-27,1318.25,1320.06,1311.72,1316.33,4.00738E9,0.09,1737.2,1739.9,1715.7,1731.0,53427.0,0.09,12733.95,12733.95,12630.72,12660.46,1.6441E8
2012-01-30,1316.16,1316.16,1300.49,1313.01,3.65901E9,0.09,1731.7,1747.7,1725.0,1737.8,7540.0,0.09,12659.17,12659.32,12529.41,12653.72,1.3043E8
2012-01-31,1313.53,1321.41,1306.69,1312.41,4.23555E9,0.11,1738.2,1751.1,1734.0,1747.1,2027.0,0.11,12654.78,12720.1,12567.33,12632.91,1.6807E8
2012-02-01,1312.45,1330.52,1312.45,1324.09,4.50436E9,0.11,1745.1,1761.1,1742.9,1756.8,2062.0,0.11,12632.76,12784.62,12632.76,12716.46,1.435E8
2012-02-02,1324.24,1329.19,1321.57,1325.54,4.12092E9,0.11,1758.7,1761.3,1724.5,1737.9,543.0,0.11,12716.54,12741.89,12676.05,12705.41,1.1436E8
2012-02-03,1326.21,1345.34,1326.21,1344.9,4.60855E9,0.11,1728.0,1738.3,1713.3,1722.8,726.0,0.11,12705.04,12869.95,12704.96,12862.23,1.4284E8
2012-02-06,1344.32,1344.36,1337.52,1344.33,3.3797E9,0.11,1722.0,1748.0,1713.2,1746.4,272.0,0.11,12860.72,12860.79,12793.43,12845.13,1.0804E8
2012-02-07,1344.33,1349.24,1335.92,1347.05,3.74246E9,0.11,1744.0,1751.5,1728.2,1729.3,955.0,0.11,12844.37,12903.71,12782.57,12878.2,1.1615E8
2012-02-08,1347.04,1351.0,1341.95,1349.96,4.09673E9,0.11,1731.4,1749.7,1726.1,1739.0,119.0,0.11,12865.79,12893.64,12817.69,12883.95,1.3825E8
2012-02-09,1349.97,1354.32,1344.63,1351.95,4.20989E9,0.11,1732.7,1734.4,1706.4,1723.3,248.0,0.11,12884.41,12924.71,12846.41,12890.46,1.5708E8
2012-02-10,1351.21,1351.21,1337.35,1342.64,3.87758E9,0.12,1725.0,1733.0,1718.4,1723.0,104.0,0.12,12889.55,12889.63,12743.56,12801.23,1.2362E8
2012-02-13,1343.06,1353.35,1343.06,1351.77,3.61804E9,0.12,1720.0,1724.9,1715.0,1715.9,94.0,0.12,12799.11,12887.93,12799.11,12874.04,1.1224E8
2012-02-14,1351.3,1351.3,1340.83,1350.5,3.88952E9,0.12,1723.6,1737.0,1723.6,1726.3,110.0,0.12,12871.77,12878.88,12786.93,12878.28,1.2005E8
2012-02-15,1350.52,1355.87,1340.8,1343.23,4.08034E9,0.12,1718.4,1728.4,1707.0,1726.8,38.0,0.12,12864.65,12899.47,12753.62,12780.95,1.2756E8
2012-02-16,1342.61,1359.02,1341.22,1358.04,4.10888E9,0.11,1733.6,1735.1,1718.8,1724.5,80.0,0.11,12779.81,12914.0,12779.58,12904.08,1.3445E8
2012-02-17,1358.06,1363.4,1357.24,1361.23,3.71764E9,0.09,1736.1,1760.0,1733.6,1757.1,115.0,0.09,12903.33,12967.92,12903.25,12949.87,2.3465E8
2012-02-21,1361.22,1367.76,1358.11,1362.21,3.7952E9,0.1,1758.7,1781.9,1750.0,1770.0,161.0,0.1,12949.34,13005.04,12926.11,12965.69,1.6478E8
2012-02-22,1362.11,1362.7,1355.53,1357.66,3.63371E9,0.08,1774.0,1786.0,1773.0,1784.9,298.0,0.08,12966.22,12977.91,12914.83,12938.67,1.242E8
2012-02-23,1357.53,1364.24,1352.28,1363.46,3.78645E9,0.08,1778.5,1780.7,1771.3,1775.1,129.0,0.08,12937.08,12996.08,12882.67,12984.69,1.2048E8
2012-02-24,1363.46,1368.92,1363.46,1365.74,3.50536E9,0.09,1773.6,1775.6,1768.1,1773.6,841.0,0.09,12981.2,13013.82,12950.59,12982.95,8.944E7
2012-02-27,1365.2,1371.94,1354.92,1367.59,3.64889E9,0.1,1767.9,1789.4,1767.9,1787.0,306.0,0.1,12981.13,13027.52,12882.59,12981.51,1.4353E8
2012-02-28,1367.56,1373.09,1365.97,1372.18,3.57912E9,0.1,1789.9,1790.4,1669.0,1709.9,359.0,0.1,12976.74,13021.51,12952.82,13005.12,1.1449E8
2012-02-29,1372.2,1378.04,1363.81,1365.68,4.48237E9,0.1,1698.6,1724.6,1698.6,1721.1,214.0,0.1,13005.42,13055.75,12929.66,12952.07,1.8246E8
2012-03-01,1365.9,1376.17,1365.9,1374.09,3.91924E9,0.11,1723.0,1723.0,1705.2,1708.8,135.0,0.11,12952.29,13032.67,12943.06,12980.3,1.3967E8
2012-03-02,1374.09,1374.53,1366.42,1369.63,3.28349E9,0.11,1705.5,1709.5,1695.4,1703.0,421.0,0.11,12980.75,12997.51,12927.77,12977.57,9.39E7
